lexEntry	nrOfTokens	isPrefix	polarity
glee	1	1	positive
gleeful	1	1	positive
glimmer	1	1	positive
glisten	1	1	positive
glitter	1	1	positive
glorious	1	1	positive
glory	1	1	positive
glossy	1	1	positive
glow	1	0	positive
glowed	1	0	positive
glowing	1	0	positive
glows	1	0	positive
goddess	1	1	positive
godli	1	1	positive
gold	1	0	positive
golden	1	1	positive
good	1	0	positive
goodie	1	1	positive
goodness	1	1	positive
goodwill	1	1	positive
goodx	1	0	positive
goody	1	0	positive
gorgeous	1	1	positive
gownsman	1	1	positive
grace	1	0	positive
graced	1	1	positive
graceful	1	1	positive
graces	1	1	positive
graci	1	1	positive
graft	1	1	positive
grand	1	0	positive
grande	1	1	positive
grandly	1	0	positive
gratef	1	1	positive
gratifi	1	1	positive
gratify	1	1	positive
gratitude	1	1	positive
great	1	0	positive
greatness	1	0	positive
greet	1	1	positive
gregarious	1	1	positive
grin	1	0	positive
grinn	1	1	positive
grins	1	0	positive
guardian	1	1	positive
guiltless	1	1	positive
gusto	1	1	positive
guts	1	1	positive
hairif	1	1	positive
handsom	1	1	positive
handy	1	1	positive
happi	1	1	positive
happy	1	1	positive
hard earned	2	0	positive
hard fought	2	0	positive
hard work	2	1	positive
hardi	1	1	positive
hardworking	1	0	positive
hardy	1	1	positive
harmless	1	1	positive
harmonic	1	1	positive
harmonies	1	0	positive
harmonious	1	1	positive
harmonists	1	0	positive
harmonium	1	0	positive
harmony	1	0	positive
harness	1	1	positive
heal	1	0	positive
healed	1	0	positive
healing	1	0	positive
heals	1	0	positive
healthful	1	1	positive
healthi	1	1	positive
healthy	1	0	positive
heart and soul	3	0	positive
heart stirring	2	0	positive
hearten	1	1	positive
heartfelt	1	1	positive
hearti	1	1	positive
hearts	1	0	positive
heartwarm	1	1	positive
hearty	1	1	positive
heaven	1	1	positive
help	1	0	positive
helped	1	1	positive
helper	1	1	positive
helpful	1	1	positive
helping	1	0	positive
helps	1	1	positive
hero	1	0	positive
heroes	1	0	positive
heroic	1	1	positive
heroine	1	1	positive
heroism	1	0	positive
heros	1	0	positive
high end	2	0	positive
high expectation	2	1	positive
high point	2	1	positive
high rank	2	0	positive
high regard	2	0	positive
highbrow	1	0	positive
highly rated	2	0	positive
hilari	1	1	positive
hilariou	1	1	positive
holiday	1	1	positive
homag	1	1	positive
home run	2	1	positive
home stretch	2	0	positive
homed	1	0	positive
homey	1	0	positive
honest	1	1	positive
honesty	1	1	positive
honeymoon	1	1	positive
honor	1	1	positive
honour	1	1	positive
hope	1	0	positive
hoped	1	1	positive
hopeful	1	1	positive
hoper	1	1	positive
hopes	1	1	positive
hoping	1	1	positive
hospitab	1	1	positive
hug	1	0	positive
hugg	1	1	positive
hugs	1	0	positive
humane	1	1	positive
humanitarian	1	1	positive
humility	1	0	positive
humor	1	0	positive
humored	1	1	positive
humoring	1	0	positive
humorist	1	0	positive
humorous	1	1	positive
humors	1	0	positive
humour	1	0	positive
humoured	1	1	positive
humouring	1	0	positive
humourist	1	0	positive
humourous	1	1	positive
humours	1	0	positive
hurra	1	1	positive
hypnoti	1	1	positive
ideal	1	0	positive
idealise	1	1	positive
idealistic	1	1	positive
idealize	1	1	positive
ideally	1	0	positive
ideals	1	0	positive
illum	1	1	positive
illustriou	1	1	positive
imaginative	1	1	positive
immaculat	1	1	positive
immortal	1	1	positive
impartial	1	1	positive
impeccable	1	1	positive
impress	1	0	positive
impressed	1	0	positive
impresser	1	0	positive
impresses	1	0	positive
impressing	1	1	positive
impressionable	1	0	positive
impressive	1	1	positive
improve	1	0	positive
improved	1	0	positive
improvement	1	1	positive
improves	1	0	positive
improving	1	0	positive
impunity	1	1	positive
in control	2	0	positive
in gear	2	1	positive
in obedience to	3	1	positive
in still water	3	1	positive
inaugurat	1	1	positive
incentive	1	1	positive
indispens	1	1	positive
indomitab	1	1	positive
indulge in	2	1	positive
indulgen	1	1	positive
industrious	1	1	positive
inexpensiv	1	1	positive
infallib	1	1	positive
ingenious	1	1	positive
innocen	1	1	positive
innocuous	1	1	positive
innovat	1	1	positive
inquisitiv	1	1	positive
inseparab	1	1	positive
insistent	1	1	positive
inspir	1	1	positive
intact	1	1	positive
integrity	1	1	positive
intellect	1	1	positive
intelligence	1	0	positive
intelligent	1	0	positive
intelligible	1	0	positive
interesting	1	1	positive
intimacy	1	1	positive
intimat	1	1	positive
invaluab	1	1	positive
inventive	1	1	positive
invite	1	0	positive
inviting	1	0	positive
invulnerab	1	1	positive
jewel	1	0	positive
jocular	1	1	positive
jocund	1	1	positive
join	1	0	positive
joined	1	1	positive
joining	1	1	positive
jok	1	1	positive
joll	1	1	positive
jovial	1	1	positive
joy	1	0	positive
joyance	1	0	positive
joyed	1	1	positive
joyful	1	1	positive
joyous	1	1	positive
joys	1	0	positive
jubila	1	1	positive
justif	1	1	positive
justify	1	1	positive
keen	1	1	positive
keep pace with	3	1	positive
keeping	1	1	positive
kidded	1	0	positive
kidder	1	0	positive
kidding	1	0	positive
kind word	2	1	positive
kinder	1	0	positive
kindest	1	0	positive
kindheart	1	1	positive
kindly	1	1	positive
kindness	1	1	positive
kindred	1	0	positive
kiss	1	1	positive
knowledg	1	1	positive
laid back	2	0	positive
laidback	1	0	positive
laud	1	1	positive
lavish	1	1	positive
lawful	1	1	positive
learn	1	1	positive
legitima	1	1	positive
leisur	1	1	positive
liberat	1	1	positive
liberation	1	1	positive
libert	1	1	positive
lighten	1	1	positive
lighthearted	1	1	positive
likab	1	1	positive
like	1	0	positive
likeab	1	1	positive
liked	1	0	positive
liker	1	0	positive
likes	1	0	positive
liking	1	1	positive
limelight	1	0	positive
livel	1	1	positive
load off	2	0	positive
long live	2	0	positive
look for	2	1	positive
look to	2	0	positive
look up to	3	1	positive
lovab	1	1	positive
love	1	0	positive
love struck	2	0	positive
loveable	1	0	positive
loved	1	1	positive
loveli	1	1	positive
lovely	1	1	positive
lover	1	1	positive
loves	1	0	positive
lovey	1	1	positive
loving	1	1	positive
loyal	1	1	positive
lucid	1	1	positive
luck	1	0	positive
lucked	1	1	positive
lucki	1	1	positive
lucks	1	0	positive
lucky	1	1	positive
lucrativ	1	1	positive
lullaby	1	1	positive
luminous	1	1	positive
lustrous	1	1	positive
lute	1	0	positive
luxur	1	1	positive
magestic	1	1	positive
magnific	1	1	positive
majestic	1	1	positive
majesty	1	1	positive
make head	2	1	positive
manageab	1	1	positive
manly	1	1	positive
manna	1	1	positive
marvel	1	1	positive
masterful	1	1	positive
masterly	1	1	positive
mastery	1	1	positive
matchless	1	1	positive
mate	1	0	positive
matur	1	1	positive
maturity	1	1	positive
meaningful	1	1	positive
mellow	1	1	positive
memorab	1	1	positive
mend	1	0	positive
mended	1	0	positive
mender	1	0	positive
mending	1	0	positive
mends	1	0	positive
merciful	1	1	positive
mercy	1	1	positive
merit	1	1	positive
merr	1	1	positive
mesmeri	1	1	positive
meticulous	1	1	positive
mild	1	0	positive
milder	1	0	positive
mildest	1	0	positive
mildly	1	0	positive
mildness	1	0	positive
milestone	1	1	positive
mindful	1	1	positive
mint condition	2	0	positive
mirac	1	1	positive
mirth	1	1	positive
mitigat	1	1	positive
moderate	1	0	positive
moderated	1	0	positive
moderately	1	0	positive
moderates	1	0	positive
moderating	1	0	positive
moderation	1	0	positive
modest	1	1	positive
momentous	1	1	positive
moral	1	0	positive
morale	1	0	positive
moralist	1	0	positive
morality	1	0	positive
morally	1	0	positive
morals	1	0	positive
nabob	1	1	positive
neat	1	1	positive
neck and crop	3	1	positive
nestl	1	1	positive
neutral	1	0	positive
neutrality	1	0	positive
neutrally	1	0	positive
nice	1	1	positive
nimbl	1	1	positive
nirvana	1	1	positive
nobility	1	1	positive
nobl	1	1	positive
nonaggress	1	1	positive
nonbelligeren	1	1	positive
nondestructiv	1	1	positive
nonjudgmental	1	0	positive
nonmalignant	1	0	positive
nonpolluting	1	0	positive
nontoxic	1	0	positive
nonviolen	1	1	positive
normal	1	0	positive
normalcy	1	0	positive
notab	1	1	positive
notori	1	1	positive
nourish	1	1	positive
nurtur	1	1	positive
oblige	1	0	positive
obliged	1	0	positive
obliger	1	0	positive
obliges	1	0	positive
obliging	1	0	positive
observant	1	0	positive
obtain	1	1	positive
occupied with	2	1	positive
of note	2	0	positive
officious	1	1	positive
ok	1	0	positive
okay	1	0	positive
on track	2	0	positive
one of a kind	4	0	positive
onward	1	1	positive
open	1	1	positive
openly	1	0	positive
openminded	1	1	positive
openness	1	0	positive
opportune	1	0	positive
opportunities	1	0	positive
opportunity	1	0	positive
optim	1	1	positive
orderly	1	1	positive
organic	1	1	positive
outflank	1	1	positive
outgoing	1	1	positive
outliv	1	1	positive
outstand	1	1	positive
outwit	1	1	positive
overjoy	1	1	positive
pacifie	1	1	positive
pacify	1	1	positive
painless	1	1	positive
painstaking	1	1	positive
palac	1	1	positive
palatab	1	1	positive
panache	1	1	positive
paradis	1	1	positive
paramount	1	1	positive
pardon	1	1	positive
partner	1	1	positive
passion	1	0	positive
passionate	1	1	positive
passions	1	0	positive
pat	1	0	positive
patch up	2	0	positive
patienc	1	1	positive
patiently	1	0	positive
patriot	1	1	positive
peace	1	1	positive
peerless	1	1	positive
penchant	1	1	positive
perceptiv	1	1	positive
perfect	1	0	positive
perfecta	1	0	positive
perfected	1	0	positive
perfecter	1	0	positive
perfection	1	1	positive
perfecto	1	0	positive
perfects	1	0	positive
perk up	2	1	positive
permission	1	1	positive
permissiv	1	1	positive
persever	1	1	positive
persuasiv	1	1	positive
pertinent	1	1	positive
picturesqu	1	1	positive
pious	1	1	positive
placid	1	1	positive
plaudit	1	1	positive
plausi	1	1	positive
play it cool	3	0	positive
playful	1	1	positive
pleasant	1	1	positive
pleasantry	1	1	positive
pleased	1	1	positive
pleasing	1	1	positive
pleasur	1	1	positive
pleasurab	1	1	positive
pledg	1	1	positive
plentiful	1	1	positive
poetic	1	1	positive
poetry	1	1	positive
poignant	1	1	positive
poise	1	1	positive
polish	1	1	positive
polite	1	1	positive
pomp	1	0	positive
portable	1	1	positive
positiv	1	1	positive
positivity	1	0	positive
potent	1	0	positive
potently	1	0	positive
powerful	1	1	positive
practicab	1	1	positive
practical	1	1	positive
prais	1	1	positive
precaution	1	1	positive
precious	1	1	positive
precis	1	1	positive
preeminent	1	1	positive
preferenc	1	1	positive
preparatory	1	1	positive
prestig	1	1	positive
pretti	1	1	positive
priceless	1	1	positive
prid	1	1	positive
princely	1	1	positive
principal	1	0	positive
principl	1	1	positive
privileg	1	1	positive
prize	1	1	positive
proactive	1	1	positive
problem free	2	0	positive
problem solv	2	1	positive
productive	1	0	positive
productively	1	0	positive
professionalism	1	0	positive
proficien	1	1	positive
progress	1	0	positive
progressive	1	0	positive
prolific	1	1	positive
prominen	1	1	positive
prompt	1	0	positive
promptly	1	0	positive
promptness	1	0	positive
proper	1	0	positive
properly	1	0	positive
properness	1	0	positive
propitious	1	1	positive
prosper	1	1	positive
protect	1	1	positive
proud	1	1	positive
provide	1	0	positive
providence	1	0	positive
providing	1	0	positive
prowess	1	1	positive
pruden	1	1	positive
punctual	1	1	positive
pureness	1	0	positive
purer	1	0	positive
purest	1	0	positive
purif	1	1	positive
purity	1	1	positive
purposeful	1	0	positive
quaint	1	1	positive
quality	1	1	positive
quietly	1	1	positive
quoits	1	1	positive
radian	1	1	positive
radiate	1	0	positive
radiated	1	0	positive
radiates	1	0	positive
radiating	1	0	positive
raptur	1	1	positive
rational	1	0	positive
rationally	1	0	positive
readiness	1	1	positive
ready	1	1	positive
reaffirm	1	1	positive
reanimat	1	1	positive
reasonab	1	1	positive
reassur	1	1	positive
receptiv	1	1	positive
reclaim	1	1	positive
reconcil	1	1	positive
recover	1	1	positive
recreation	1	1	positive
recreativ	1	1	positive
rectif	1	1	positive
rectitude	1	0	positive
red hot	2	0	positive
redeem	1	1	positive
reestablish	1	1	positive
refreshing	1	1	positive
regardful	1	1	positive
regularity	1	1	positive
reinforc	1	1	positive
reinstat	1	1	positive
rejoic	1	1	positive
relating to belief	3	1	positive
relax	1	1	positive
relevancy	1	1	positive
relevant	1	1	positive
reliab	1	1	positive
reliant	1	1	positive
relief	1	1	positive
reliev	1	1	positive
relish	1	1	positive
remarkab	1	1	positive
remedy	1	1	positive
remodel	1	1	positive
renovat	1	1	positive
renown	1	1	positive
repair	1	0	positive
repaired	1	0	positive
repairing	1	0	positive
repairs	1	0	positive
reparation	1	1	positive
reparte	1	1	positive
repriev	1	1	positive
reputab	1	1	positive
rescu	1	1	positive
resolut	1	1	positive
resolv	1	1	positive
resourceful	1	1	positive
resources	1	1	positive
respect	1	0	positive
respectab	1	1	positive
respected	1	0	positive
respectful	1	1	positive
respects	1	0	positive
resplendent	1	1	positive
responsib	1	1	positive
responsiv	1	1	positive
restful	1	1	positive
restor	1	1	positive
revel	1	0	positive
reveling	1	0	positive
revell	1	1	positive
revels	1	0	positive
revere	1	1	positive
revitaliz	1	1	positive
reviv	1	1	positive
revolutionary	1	0	positive
revolutioniz	1	1	positive
reward	1	1	positive
rich	1	1	positive
right	1	0	positive
righted	1	0	positive
righteous	1	1	positive
rightful	1	1	positive
righting	1	0	positive
rightly	1	0	positive
rights	1	0	positive
ripe	1	0	positive
ripen	1	1	positive
ripest	1	0	positive
robust	1	1	positive
rollick	1	1	positive
romanc	1	1	positive
romantic	1	1	positive
rosy	1	1	positive
sacred	1	1	positive
safe	1	0	positive
safeguard	1	1	positive
safekeeping	1	0	positive
safely	1	0	positive
safeness	1	0	positive
safer	1	0	positive
safest	1	0	positive
safety	1	1	positive
sagacity	1	1	positive
sage	1	0	positive
sagely	1	0	positive
sageness	1	0	positive
sages	1	0	positive
sagest	1	0	positive
saint	1	1	positive
salut	1	1	positive
salvage	1	0	positive
salvaged	1	0	positive
salvages	1	0	positive
salvation	1	1	positive
sanctify	1	1	positive
sane	1	1	positive
sanguin	1	1	positive
sanitary	1	1	positive
sanity	1	1	positive
sapid	1	1	positive
satisf	1	1	positive
savvy	1	1	positive
schoolfellow	1	1	positive
schoolman	1	1	positive
scrumptious	1	1	positive
scrupulous	1	1	positive
secure	1	0	positive
secured	1	0	positive
secures	1	0	positive
securing	1	0	positive
seducing	1	1	positive
seductiv	1	1	positive
sedulous	1	1	positive
seize the day	3	0	positive
self control	2	0	positive
self motivated	2	0	positive
selfishless	1	1	positive
selfless	1	1	positive
sensation	1	0	positive
sensational	1	0	positive
sensations	1	0	positive
sense	1	0	positive
senses	1	0	positive
sensitiv	1	1	positive
sensual	1	1	positive
sensuous	1	1	positive
serene	1	1	positive
serenity	1	1	positive
set clear	2	1	positive
sexier	1	0	positive
sexiest	1	0	positive
sexiness	1	0	positive
sexy	1	0	positive
sheltered	1	0	positive
sheltering	1	0	positive
shelters	1	0	positive
shield	1	1	positive
shiny	1	1	positive
shrewd	1	1	positive
significanc	1	1	positive
significant	1	0	positive
simplify	1	1	positive
sincer	1	1	positive
sing	1	0	positive
singing	1	0	positive
sings	1	0	positive
sinless	1	0	positive
skill	1	0	positive
skilled	1	0	positive
skillful	1	1	positive
sky is the limit	4	0	positive
sleek	1	1	positive
smart	1	1	positive
smash hit	2	0	positive
smile	1	1	positive
smiling	1	1	positive
smitten	1	1	positive
smooth	1	0	positive
smoothe	1	1	positive
smoothing	1	0	positive
smoothly	1	0	positive
smoothness	1	0	positive
smooths	1	0	positive
snug	1	1	positive
so kind	2	0	positive
sober	1	1	positive
sobriety	1	1	positive
sociab	1	1	positive
softhearted	1	1	positive
softness	1	1	positive
solac	1	1	positive
solemn	1	1	positive
soothe	1	1	positive
soothing	1	1	positive
sophisticat	1	1	positive
soulmate	1	1	positive
sound	1	0	positive
soundest	1	0	positive
soundly	1	0	positive
soundness	1	0	positive
sparkl	1	1	positive
special	1	0	positive
specialist	1	1	positive
spectacular	1	1	positive
spirit	1	0	positive
spirited	1	1	positive
spiriting	1	0	positive
spirits	1	0	positive
spiritual	1	1	positive
splend	1	1	positive
splendor	1	1	positive
splendour	1	1	positive
spotless	1	1	positive
sprightly	1	1	positive
stabili	1	1	positive
stable	1	0	positive
stableness	1	0	positive
stamina	1	1	positive
stately	1	1	positive
staunch	1	1	positive
steadfast	1	1	positive
steadiness	1	1	positive
steady	1	1	positive
stick by	2	0	positive
stick it out	3	0	positive
stick to it	3	0	positive
stick up for	3	0	positive
stick with	2	0	positive
stimulat	1	1	positive
straight and narrow	3	0	positive
straight shooter	2	1	positive
straighten	1	1	positive
